-49.613,-62.011,-59.165,-65.494,-67.779,-46.725,-57.052,-37.578,-55.577,-73.334,-60.667,-53.314,-40.801,-65.053,-47.724,-56.274,-46.432,-51.76,-56.26,-46.824,-55.304,-39.541,-42.117,-52.551,-51.936,-72.456,-61.339,-66.637,-54.324,-65.653,-56.218,-56.075,-46.881,-54.09,-52.553,-55.648,-60.119,-41.764,-56.871,-58.537,-68.407,-48.552,-50.34,-45.137,-59.917,-58.091,-59.203,-36.72,-52.742,-51.78,-74.936,-58.967,-50.807,-59.117,-50.05,-57.928,-54.461,-63.606,-53.109,-44.084,-62.702,-41.064,-56.048,-48.742,-30.225,-54.694,-49.721,-65.781,-66.377,-52.311,-70.136,-59.799,-71.595,-55.654,-49.656,-41.844,-51.659,-50.638,-65.536,-41.622,-49.861,-57.3,-51.812,-83.475,-41.558,-57.975,-55.199,-53.051,-63.578,-63.535,-66.485,-55.335,-65.544,-65.491,-60.99,-48.696,-66.065,-42.55,-53.394,-51.266
-40.686,-59.472,-61.73,-71.443,-61.871,-44.509,-59.475,-40.276,-56.637,-69.339,-50.238,-57.599,-43.491,-69.376,-52.259,-61.263,-37.519,-43.011,-50.806,-42.663,-54.035,-34.363,-45.963,-50.993,-46.567,-75.023,-57.808,-59.398,-53.111,-61.672,-50.649,-62.719,-51.48,-46.756,-55.926,-48.254,-59.605,-53.532,-53.93,-60.422,-59.925,-57.457,-42.812,-55.795,-59.688,-58.045,-60.429,-39.634,-56.875,-48.894,-63.927,-57.371,-58.279,-55.817,-44.609,-69.694,-57.355,-61.243,-40.721,-41.161,-53.686,-37.949,-65.5,-52.78,-28.321,-54.131,-46.729,-52.925,-79.292,-46.254,-69.415,-49.542,-67.349,-52.492,-49.121,-36.116,-50.812,-44.516,-66.002,-45.016,-44.643,-46.792,-48.255,-71.759,-51.799,-51.566,-55.375,-36.879,-56.669,-51.999,-63.578,-53.619,-57.683,-63.329,-54.728,-53.1,-56.908,-51.073,-54.111,-62.764
-44.972,-53.116,-69.769,-65.827,-65.349,-49.511,-48.914,-39.601,-60.153,-69.046,-53.248,-54.159,-38.662,-62.028,-48.204,-58.711,-42.511,-41.898,-63.595,-49.04,-48.414,-35.458,-43.061,-64.916,-40.816,-70.452,-58.286,-63.452,-53.169,-64.533,-64.012,-61.818,-48.19,-49.833,-54.476,-49.595,-54.776,-50.018,-47.059,-61.802,-58.133,-59.24,-46.879,-55.179,-69.762,-60.381,-58.838,-37.144,-64.05,-44.404,-62.773,-49.169,-59.052,-61.46,-39.896,-55.964,-56.008,-66.447,-35.514,-40.733,-48.785,-37.607,-61.758,-50.175,-32.196,-51.13,-55.442,-58.1,-74.555,-46.052,-70.148,-43.646,-62.475,-47.851,-52.817,-31.994,-54.002,-45.413,-64.146,-44.456,-47.466,-38.808,-44.606,-66.985,-52.704,-46.965,-52.07,-35.387,-63.337,-58.204,-57.399,-54.896,-66.778,-55.989,-50.41,-45.036,-53.656,-56.648,-53.64,-59.235
-41.333,-59.715,-60.997,-57.622,-53.893,-41.809,-51.947,-48.228,-56.143,-73.666,-56.532,-45.127,-51.41,-52.818,-41.2,-58.731,-32.963,-54.487,-53.049,-34.115,-42.761,-39.907,-49.561,-47.896,-44.341,-72.779,-61.619,-57.585,-48.726,-63.66,-55.142,-67.659,-54,-43.931,-51.822,-52.203,-54.619,-49.457,-50.218,-56.489,-68.621,-45.867,-45.32,-44.698,-55.444,-53.302,-62.677,-47.565,-54.241,-41.747,-46.837,-46.491,-65.862,-59.928,-34.443,-47.646,-50.238,-60.177,-43.352,-54.633,-50.515,-52.394,-68.258,-59.592,-29.357,-48.541,-43.551,-57.4,-63.324,-51.993,-60.175,-52.377,-61.484,-58.636,-48.656,-48.496,-55.597,-51.313,-61.993,-43.703,-53.528,-36.13,-47.078,-61.089,-67.558,-42.896,-49.611,-21.787,-49.396,-63.982,-68.833,-44.914,-54.524,-47.501,-55.711,-48.552,-45.798,-52.878,-40.682,-42.84
-45.222,-50.009,-67.855,-61.656,-50.648,-40.947,-56.104,-44.145,-57.294,-77.454,-57.351,-47.315,-49.74,-48.077,-47.073,-55.661,-35.585,-53.598,-53.618,-37.425,-44.323,-34.399,-49.133,-55.926,-47.487,-63.409,-64.821,-63.83,-49.007,-57.848,-51.792,-66.965,-51.682,-41.058,-51.25,-45.057,-55.721,-49.756,-51.847,-49.611,-63.361,-43.771,-38.529,-47.631,-60.814,-44.92,-64.402,-48.366,-55.583,-40.108,-47.331,-46.746,-60.062,-59.151,-33.571,-50.333,-50.147,-60.534,-41.974,-57.43,-46.468,-57.212,-63.149,-55.101,-34.698,-48.856,-48.747,-59.283,-59.433,-43.139,-62.71,-54.863,-66.07,-59.062,-49.005,-49.172,-56.865,-50.96,-60.015,-38.65,-52.24,-39.399,-52.483,-62.86,-72.237,-38.48,-45.541,-15.633,-46.342,-63.576,-66.772,-42.123,-56.431,-49.9,-60.684,-44.084,-42.391,-59.449,-44.722,-44.231
-43.398,-50.977,-61.661,-60.794,-57.941,-34.831,-59.823,-45.238,-56.618,-70.614,-60.136,-49.422,-51.378,-52.669,-49.419,-53.684,-36.557,-46.706,-49.612,-35.5,-42.481,-35.502,-45.683,-53.417,-44.908,-67.672,-64.543,-57.178,-47.781,-61.917,-50.388,-70.376,-51.269,-41.624,-54.29,-47.169,-49.094,-46.189,-52.123,-48.98,-64.987,-48.83,-44.192,-50.337,-63.026,-43.576,-62.057,-42.106,-53.668,-44.411,-46.976,-50.107,-54.958,-56.431,-37.303,-49.005,-48.653,-58.078,-42.743,-51.774,-41.236,-56.181,-72.596,-60.358,-36.603,-49.828,-45.634,-61.374,-57.246,-47.374,-66.81,-55.746,-66.01,-62.674,-52.178,-55.326,-58.438,-48.817,-62.874,-39.703,-46.328,-38.85,-51.567,-62.123,-68.457,-43.109,-45.819,-14.8,-41.685,-60.928,-61.612,-39.769,-55.066,-57.168,-58.463,-47.4,-46.006,-60.581,-42.627,-48.55
-22.349,-40.229,-52.14,-55.774,-50.045,-40.485,-62.552,-48.622,-54.068,-65.974,-60.457,-59.112,-47.525,-51.509,-50.057,-43.727,-45.372,-56.876,-52.657,-60.159,-49.678,-36.687,-50.023,-50.57,-45.54,-62.116,-49.158,-46.481,-33.168,-60.231,-39.864,-53.966,-59.009,-52.793,-44.426,-51.875,-42.294,-39.834,-59.391,-66.342,-67.505,-48.167,-25.299,-40.43,-52.043,-52.436,-56.032,-58.754,-50.721,-45.76,-52.439,-60.444,-42.126,-48.566,-38.985,-53.31,-46.785,-54.253,-48.143,-35.67,-37.807,-49.128,-63.193,-61.062,-38.091,-50.481,-47.304,-51.799,-56.93,-36.335,-45.955,-59.772,-57.712,-69.81,-58.92,-69.194,-66.15,-44.827,-58.53,-41.404,-42.349,-46.796,-52.381,-48.752,-68.124,-40.918,-47.106,-35.539,-37.858,-65.485,-58.203,-62.721,-43.238,-64.734,-56.595,-58.39,-62.619,-44.897,-44.042,-53.192
-30.676,-39.869,-53.048,-63.357,-45.057,-44.631,-62.1,-45.755,-55.931,-67.086,-63.142,-63.469,-50.927,-46.027,-46.716,-45.453,-43.987,-60.728,-45.982,-60.339,-47.106,-38.343,-45.099,-50.939,-42.074,-53.272,-49.398,-51.866,-34.471,-58.879,-43.195,-50.054,-55.328,-49.195,-35.34,-54.298,-39.339,-44.33,-61.584,-63.469,-65.579,-52.711,-36.901,-39.999,-58.184,-51.969,-52.234,-59.042,-51.251,-50.985,-58.099,-57.146,-47.958,-46.199,-44.299,-55.637,-52.169,-61.334,-51.202,-40.243,-40.041,-45.684,-53.787,-70.317,-37.953,-50.235,-52.646,-54.292,-52.554,-43.622,-54.133,-63.163,-53.582,-62.608,-55.684,-59.763,-68.294,-42.994,-68.778,-48.004,-43.91,-53.383,-50.641,-44.001,-64.844,-35.16,-41.677,-41.211,-32.127,-59.429,-55.18,-68.628,-45.428,-54.669,-57.336,-50.859,-52.964,-51.376,-45.388,-54.388
-43.623,-41.985,-55.57,-52.837,-49.495,-45.078,-66.082,-43.322,-47.466,-66.063,-60.972,-68.084,-46.967,-44.244,-57.415,-44.334,-46.471,-54.259,-44.17,-57.448,-43.293,-43.53,-50.443,-46.24,-50.828,-51.291,-55.802,-57.103,-33.85,-54.323,-54.174,-47.238,-59.244,-45.402,-34.648,-54.089,-30.731,-52.152,-54.26,-61.448,-52.537,-51.001,-36.954,-41.832,-66.511,-37.274,-51.53,-62.791,-52.66,-58.786,-59.927,-58.36,-44.834,-50.613,-41.598,-58.241,-56.267,-60.099,-53.687,-41.72,-49.385,-45.088,-63.887,-73.883,-46.495,-46.497,-54.448,-50.002,-63.774,-37.64,-53.001,-62.369,-59.014,-61.614,-68.486,-48.781,-62.21,-39.647,-60.456,-44.674,-55.474,-44.04,-63.192,-50.166,-49.917,-48.434,-50.114,-46.843,-40.629,-52.502,-60.059,-77.428,-44.876,-45.353,-55.004,-56.577,-53.273,-50.605,-44.482,-47.471
-45.045,-38.81,-62.675,-50.114,-44.171,-37.832,-63.71,-64.464,-65.231,-76.425,-51.821,-60.198,-50.502,-46.421,-57.698,-62.225,-54.864,-54.995,-54.863,-63.483,-47.579,-37.387,-52.499,-39.895,-33.708,-36.114,-62.719,-63.89,-41.855,-59.985,-42.72,-51.713,-51.392,-50.351,-38.132,-62.092,-29.544,-47.417,-63.529,-62.393,-55.58,-56.52,-52.184,-47.878,-60.132,-51.859,-51.592,-68.669,-56.64,-55.441,-59.839,-62.75,-50.481,-52.095,-54.248,-64.517,-55.986,-62.683,-57.187,-34.988,-48.967,-46.094,-73.586,-56.92,-45.03,-45.968,-45.713,-68.532,-67.573,-67.78,-58.148,-53.997,-73.643,-61.552,-77.176,-42.71,-55.428,-48.683,-62.694,-43.563,-44.851,-53.741,-60.314,-52.37,-57.124,-60.33,-52.125,-52.056,-37.936,-53.372,-51.343,-69.005,-52.124,-47.918,-58.926,-75.667,-67.598,-45.602,-53.481,-51.169
