-49.613,-62.011,-59.165,-65.494,-67.779,-46.725,-57.052,-37.578,-55.577,-73.334,-60.667,-53.314,-40.801,-65.053,-47.724,-56.274,-46.432,-51.76,-56.26,-46.824,-55.304,-39.541,-42.117,-52.551,-51.936,-72.456,-61.339,-66.637,-54.324,-65.653,-56.218,-56.075,-46.881,-54.09,-52.553,-55.648,-60.119,-41.764,-56.871,-58.537,-68.407,-48.552,-50.34,-45.137,-59.917,-58.091,-59.203,-36.72,-52.742,-51.78,-74.936,-58.967,-50.807,-59.117,-50.05,-57.928,-54.461,-63.606,-53.109,-44.084,-62.702,-41.064,-56.048,-48.742,-30.225,-54.694,-49.721,-65.781,-66.377,-52.311,-70.136,-59.799,-71.595,-55.654,-49.656,-41.844,-51.659,-50.638,-65.536,-41.622,-49.861,-57.3,-51.812,-83.475,-41.558,-57.975,-55.199,-53.051,-63.578,-63.535,-66.485,-55.335,-65.544,-65.491,-60.99,-48.696,-66.065,-42.55,-53.394,-51.266
-46.754,-64.661,-62.335,-65.268,-62.809,-42.869,-57.687,-35.471,-56.756,-65.022,-56.639,-52.199,-41.83,-67.651,-48.392,-56.505,-45.695,-47.063,-52.122,-52.591,-55.027,-41.175,-48.095,-51.373,-50.793,-72.286,-62.241,-65.389,-52.11,-70.82,-59.591,-54.079,-46.317,-52.723,-55.183,-54.12,-57.13,-41.317,-57.061,-52.589,-70.298,-55.88,-42.887,-42.814,-59.41,-50.886,-55.177,-42.193,-57.679,-58.176,-74.144,-56.328,-52.87,-60.463,-51.937,-67.2,-58.207,-67.29,-44.341,-46.569,-58.906,-39.385,-62.286,-53.858,-32.019,-54.341,-48.322,-61.843,-71.419,-51.744,-71.415,-54.556,-74.639,-57.728,-53.638,-36.994,-47.56,-49.955,-62.109,-41.884,-54.492,-55.105,-53.084,-73.453,-42.751,-53.913,-53.963,-49.871,-61.481,-56.106,-64.451,-50.072,-61.208,-64.98,-53.421,-45.792,-59.492,-43.12,-47.678,-49.946
-46.168,-60.883,-66.69,-64.306,-70.715,-43.736,-54.465,-37.383,-56.105,-65.178,-57.629,-51.659,-40.278,-64.575,-51.428,-58.039,-48.207,-51.565,-57.379,-52.51,-59.68,-37.28,-48.632,-54.391,-54.641,-68.455,-57.572,-64.977,-54.371,-69.316,-50.312,-56.409,-52.974,-49.984,-57.247,-57.256,-55.345,-47.677,-56.853,-58.825,-65.736,-48.336,-39.747,-49.848,-58.835,-55.431,-60.013,-45.142,-54.922,-62.443,-64.954,-48.688,-54.172,-57.645,-47.98,-67.743,-57.07,-63.407,-43.826,-41.1,-57.899,-37.116,-59.081,-49.61,-30.602,-59.793,-50.87,-57.192,-74.871,-50.003,-69.88,-52.781,-67.502,-47.531,-46.025,-39.187,-43.914,-48.649,-62.174,-42.613,-52.174,-54.865,-45.265,-73.459,-43.834,-49.671,-52.309,-46.454,-60.732,-55.312,-58.804,-51.738,-62.939,-64.307,-49.94,-49.294,-59.826,-45.388,-48.763,-54.574
-50.733,-56.116,-61.998,-65.844,-62.69,-49.028,-57.487,-39.488,-60.481,-66.507,-57.275,-61.174,-39.785,-61.934,-47.677,-56.537,-41.908,-48.643,-51.984,-49.054,-53.736,-33.935,-47.472,-52.751,-50.46,-70.167,-61.485,-58.88,-53.748,-65.35,-54.21,-63.779,-50.914,-53.956,-58.246,-54.254,-58.045,-48.441,-52.146,-59.923,-66.693,-46.927,-42.536,-50.166,-61.167,-59.027,-59.258,-43.06,-56.589,-52.149,-67.001,-49.695,-50.302,-55.012,-42.955,-65.114,-61.912,-59.859,-37.745,-42.54,-50.269,-35.702,-56.645,-48.876,-33.211,-55.064,-49.425,-58.033,-70.66,-50.897,-67.534,-54.423,-62.764,-45.686,-50.077,-40.88,-48.793,-46.245,-59.285,-38.75,-46.748,-55.22,-47.57,-71.111,-44.07,-46.399,-49.178,-36.378,-49.816,-53.063,-62.716,-51.818,-57.251,-61.354,-55.478,-54.892,-57.987,-45.707,-50.46,-60.389
-44.644,-52.104,-60.652,-65.225,-61.072,-50.199,-51.451,-40.645,-61.8,-69.367,-51.829,-59.442,-42.934,-67.426,-47.749,-64.292,-45.143,-49.273,-58.353,-49.722,-52.512,-33.944,-48.438,-54.564,-52.801,-73.908,-59.363,-60.72,-57.347,-63.855,-49.617,-61.69,-44.151,-52.535,-52.603,-52.865,-60.388,-47.187,-50.466,-59.318,-58.557,-56.177,-41.841,-51.602,-54.825,-54.464,-60.393,-37.323,-54.943,-55.041,-68.902,-55.007,-52.874,-55.602,-48.98,-63.248,-59.963,-65.642,-42.48,-43.477,-47.816,-42.171,-62.41,-52.08,-34.705,-53.525,-45.588,-48.867,-73.687,-46.439,-68.489,-51.559,-66.367,-43.785,-47.932,-40.267,-48.019,-43.255,-62.845,-46.755,-43.316,-54.613,-48.854,-68.151,-39.543,-53.76,-52.373,-36.629,-54.925,-54.083,-63.028,-49.245,-58.315,-61.28,-52.201,-48.815,-57.031,-45.693,-47.676,-60.485
-40.686,-59.472,-61.73,-71.443,-61.871,-44.509,-59.475,-40.276,-56.637,-69.339,-50.238,-57.599,-43.491,-69.376,-52.259,-61.263,-37.519,-43.011,-50.806,-42.663,-54.035,-34.363,-45.963,-50.993,-46.567,-75.023,-57.808,-59.398,-53.111,-61.672,-50.649,-62.719,-51.48,-46.756,-55.926,-48.254,-59.605,-53.532,-53.93,-60.422,-59.925,-57.457,-42.812,-55.795,-59.688,-58.045,-60.429,-39.634,-56.875,-48.894,-63.927,-57.371,-58.279,-55.817,-44.609,-69.694,-57.355,-61.243,-40.721,-41.161,-53.686,-37.949,-65.5,-52.78,-28.321,-54.131,-46.729,-52.925,-79.292,-46.254,-69.415,-49.542,-67.349,-52.492,-49.121,-36.116,-50.812,-44.516,-66.002,-45.016,-44.643,-46.792,-48.255,-71.759,-51.799,-51.566,-55.375,-36.879,-56.669,-51.999,-63.578,-53.619,-57.683,-63.329,-54.728,-53.1,-56.908,-51.073,-54.111,-62.764
-42.983,-50.524,-67.714,-70.715,-66.587,-36.733,-56.221,-40.241,-53.663,-70.354,-52.525,-57.45,-42.469,-63.983,-50.329,-62.375,-41.295,-48.48,-56.835,-47.596,-51.425,-33.717,-47.99,-50.604,-41.119,-70.945,-60.424,-63.834,-52.879,-58.948,-51.241,-62.67,-54.196,-51.104,-54.643,-44.483,-53.885,-48.424,-50.924,-58.871,-64.701,-55.491,-40.412,-52.468,-66.088,-57.759,-60.4,-36.066,-60.318,-42.618,-64.581,-49.612,-59.513,-60.279,-41.492,-70.068,-60.725,-64.438,-36.512,-42.422,-52.222,-28.662,-65.197,-57.525,-30.101,-53.137,-50.191,-51.821,-78.491,-48.12,-65.835,-48.277,-66.503,-46.482,-52.04,-35.345,-53.128,-41.806,-68.967,-42.297,-44.207,-44.463,-44.324,-68.179,-54.82,-59.789,-58.456,-35.917,-58.779,-53.533,-65.157,-50.518,-61.605,-59.12,-54.763,-51.649,-55.169,-50.524,-52.718,-57.658
-43.099,-43.837,-69.216,-68.774,-66.021,-48.766,-53.578,-41.559,-65.082,-74.013,-54.16,-58.343,-38.533,-63.476,-51.055,-63.02,-42.479,-39.283,-54.469,-46.319,-45.732,-37.393,-50.625,-60.995,-42.342,-71.834,-58.95,-65.533,-52.577,-64.201,-55.8,-65.355,-50.194,-56.127,-57.304,-46.713,-57.546,-53.837,-51.852,-58.796,-61.371,-60.966,-43.805,-55.647,-70.658,-64.846,-55.07,-40.369,-66.311,-44.533,-63.946,-55.67,-60.345,-61.032,-39.424,-70.256,-59.355,-68.572,-37.03,-46.547,-48.61,-37.297,-64.398,-57.368,-32.655,-48.911,-57.736,-56.834,-72.822,-54.106,-69.682,-47.056,-65.109,-48.826,-50.023,-35.404,-52.169,-47.497,-68.831,-44.093,-41.563,-42.855,-39.488,-67.997,-60.164,-50.13,-53.184,-38.124,-62.108,-53.713,-61.594,-50.607,-65.392,-59.163,-56.241,-44.571,-53.168,-50.317,-49.964,-56.578
-44.972,-53.116,-69.769,-65.827,-65.349,-49.511,-48.914,-39.601,-60.153,-69.046,-53.248,-54.159,-38.662,-62.028,-48.204,-58.711,-42.511,-41.898,-63.595,-49.04,-48.414,-35.458,-43.061,-64.916,-40.816,-70.452,-58.286,-63.452,-53.169,-64.533,-64.012,-61.818,-48.19,-49.833,-54.476,-49.595,-54.776,-50.018,-47.059,-61.802,-58.133,-59.24,-46.879,-55.179,-69.762,-60.381,-58.838,-37.144,-64.05,-44.404,-62.773,-49.169,-59.052,-61.46,-39.896,-55.964,-56.008,-66.447,-35.514,-40.733,-48.785,-37.607,-61.758,-50.175,-32.196,-51.13,-55.442,-58.1,-74.555,-46.052,-70.148,-43.646,-62.475,-47.851,-52.817,-31.994,-54.002,-45.413,-64.146,-44.456,-47.466,-38.808,-44.606,-66.985,-52.704,-46.965,-52.07,-35.387,-63.337,-58.204,-57.399,-54.896,-66.778,-55.989,-50.41,-45.036,-53.656,-56.648,-53.64,-59.235
-45.539,-53.42,-67.866,-56.067,-64.23,-49.526,-44.486,-41.34,-55.115,-74.806,-49.843,-55.258,-47.524,-58.837,-45.696,-66.485,-41.924,-37.787,-63.077,-47.807,-52.54,-33.292,-48.858,-61.606,-41.574,-74.286,-59.333,-67.239,-44.527,-66,-61.597,-57.127,-47.44,-54.479,-52.395,-51.961,-60.324,-57.389,-49.271,-61.85,-59.077,-50.117,-43.821,-47.136,-69.757,-63.843,-55.671,-40.573,-59.914,-43.968,-57.094,-49.155,-58.347,-54.978,-38.527,-53.842,-53.035,-64.312,-38.782,-43.944,-48.879,-36.556,-64.564,-48.606,-26.205,-52.317,-61.037,-62.023,-70.144,-47.97,-66.185,-46.034,-63.131,-50.306,-49.655,-36.988,-54.454,-43.856,-60.6,-44.07,-48.504,-43.338,-49.56,-66.373,-59.211,-45.354,-57.299,-29.833,-60.837,-58.908,-59.246,-54.745,-61.918,-53.474,-47.398,-48.841,-59.826,-56.807,-48.341,-52.862
